Revisions	Syntactic Conflicts	Confilicting Lines 1	Conflicting Lines 2	Semantic Conflicts	Number of Lines	Number of Files	Number of Lines total
rev_34fc3_4cecb	0	0	0	2	1	0	41
rev_38f18_a8fd1	0	0	0	0	0	0	0
rev_39499_d0c7a	0	0	0	2	1	0	41
rev_50429_e0ccb	0	0	0	2	1	0	27
rev_66053_b23af	0	0	0	2	1	0	27
rev_864a7_48729	2	0	22	1	3	2	177
rev_aadf7_c7f82	0	0	0	0	0	0	0
rev_abda5_89950	0	0	0	1	1	0	164
rev_d15a9_61ab9	0	0	0	2	1	0	41
rev_f54d5_50b65	0	0	0	0	0	0	0
