Revisions	Syntactic Conflicts	Confilicting Lines 1	Conflicting Lines 2	Semantic Conflicts	Number of Lines	Number of Files	Number of Lines total
rev_0daf3_16a40	0	0	0	0	1	0	724
rev_326b8_6d39c	100	2739	658	5	66	49	15575
rev_479de_4b99c	3	12	6	0	3	3	922
rev_5cb86_40e6a	0	0	0	0	1	0	484
rev_5d010_18d30	3	0	206	0	19	2	1123
rev_76c84_4eac8	1	3	1	0	1	1	138
rev_820af_64ebe	1	6	0	3	2	1	69
rev_87913_7be8d	1	22	0	0	1	1	62
rev_a7152_eafd8	3	188	0	0	2	2	641
rev_fd8db_47eaf	2	52	0	0	2	2	130
